ownerId,legionIds,atlas_deposit_unlocking,wallet_balance
0x21a6f46fe65952d1506b4f5782bff8671e664800,[4109],60000.0,2000.7385909247798
0x9056ab0db92ba9fdedb1534cfc975e46a0579678,"[4118, 10923, 22629]",,3961.2701815040236
0x449d9bab5855d53864969defeeaf0148f7c104f2,"[258, 259, 17549, 17550, 18749, 18750, 18751]",211626.78978672595,11394.408082159149
0x9f8e5596538ef0e6e4f16fba13b02732c48547ed,"[319, 18184]",,3626.4815978747683
0x85591bfabb18be044fa98d72f7093469c588483c,[330],1000.0,65414.880861565434
0xda6a11f8983bba1c9c8db95de8f3f149847de65d,[352],,541.3825543612371
0x4fdef02eb19f06cf2406cabad62383515419607e,[365],,0.16121267625382893
0x93ad6e31c0a9ae25d601c02bc649741b114bb327,[379],,46.4076924927231
0x8a14b7523cc6a17cc88043422cdc31cafc698735,"[506, 16851]",10000.0,960.9465037624934
0xee7c6be1d0859ebf50ca73772cbbe85c774bbb88,[573],,149.21665585396343
0x28d97add070d26e55c5e4a5f863f1f5fee7621df,"[600, 17416]",,15544.762655646804
0x11099ac9cc097d0c9759635b8e16c6a91ecc43da,"[9706, 663, 16784, 16969]",,203.58
0xf9c1989eb95dbc89489410cdf3941541937016ff,"[9708, 9736, 9760, 10241, 10242, 10244, 10245, 10246, 10247, 10248, 10249, 10250, 10251, 10252, 10253, 10254, 10255, 10256, 10259, 10260, 10261, 10262, 10263, 10264, 10265, 11304, 11305, 11307, 14648, 16632]",,60.85144554702541
0x4e4885c3d64ec6f3512e9693688340eee3157dbb,[9733],,583.1320319066409
0xbd3bcf36e0df2f0bc502b7c57f1f34b3218cb78b,"[9739, 16683]",,3583.284606278312
0x5426f039c05b65dba6ce6e775f1bc24cd057e51a,"[9744, 11367]",,18.05
0x5cc15a41774830d9e6d6c7ddee6c6c957932caa1,"[9758, 641, 12693, 1167]",70000.0,1485.6126846489603
0xaa0dee58a36b72c774317eb5f71afb2a04c85527,"[9763, 10425, 17466]",99999.99999999999,37245.91304992145
0xda3afa011e9dd20e6571ee70cb3d150b272ff9c0,"[9764, 10763, 22125]",,7938.633094
0xe7436afad54fec84a67be7866ad21f4fb0d3efc6,"[9785, 9786, 16054, 16055]",,619.033495025872
0x25de6ee9bb67dca9654259843682be875ab85b5f,"[9789, 9864, 9896, 10990, 12234, 12235, 12236, 12237]",,2750.0
