id,craftingXp,crafting,role,rarity,tokenId,ownerId,atlas_deposit_unlocking,balance
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x289a,50,2,Ranged,Uncommon,10394,0xe11d6fe5918820a53c7ab7c4c37183ab29a4b103,100000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x28b8,50,2,Ranged,Common,10424,0x40a0b8744d79ed24738f4a08f02a9dff467c5c96,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x28b9,30,2,Spellcaster,Rare,10425,0xaa0dee58a36b72c774317eb5f71afb2a04c85527,99999.99999999999,0.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x28de,60,2,Spellcaster,Common,10462,0x408b0903a56e6b7b19078f06a8f6caf88a8cc72b,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x28df,60,2,Ranged,Common,10463,0x408b0903a56e6b7b19078f06a8f6caf88a8cc72b,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x28f2,10,2,Siege,Common,10482,0x1297ad486549a430d59d9d5f99ed7c216b6e77dd,230000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2906,50,2,Fighter,Common,10502,0x5ad714d3d477d80cce0a2bd63a178119a72715e0,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2911,20,2,Ranged,Uncommon,10513,0xd7ce367fa0e74f11ae934939712ff2e3d634b5e7,660523.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x291e,50,2,Siege,Common,10526,0x109b2d89b2b503a553bbc9c8755abf736de5f0de,90001.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2924,40,2,Ranged,Common,10532,0x154c08be7f1a96f0a71c467745065691baa36d45,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2925,40,2,Spellcaster,Common,10533,0xf5c2fdde417e51c63a0ec0875f9bce27b439d8dc,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x292b,10,2,Siege,Common,10539,0x95f4bbbac25ca93692a61afee957ba1971dcc566,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x292c,10,2,Ranged,Common,10540,0x95f4bbbac25ca93692a61afee957ba1971dcc566,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2938,60,2,Fighter,Common,10552,0x759c5f293edc487aa02186f0099864ebc53191c1,0.1,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x296b,50,2,Assassin,Uncommon,10603,0x8404efa98a4e129855c200fc4e90c257078d9ed3,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2971,20,2,Spellcaster,Common,10609,0x95f4bbbac25ca93692a61afee957ba1971dcc566,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x297,10,2,Ranged,Common,663,0x11099ac9cc097d0c9759635b8e16c6a91ecc43da,,0.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2997,10,2,Fighter,Common,10647,0x95f4bbbac25ca93692a61afee957ba1971dcc566,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x29a9,40,2,Assassin,Uncommon,10665,0x309bcc55fe9cca749cff42eb94a846823d27bce6,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x29aa,20,2,Spellcaster,Rare,10666,0x309bcc55fe9cca749cff42eb94a846823d27bce6,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x29b2,40,2,Assassin,Uncommon,10674,0x90b7f8eb3e7690ad5b093ef92ad4055f2b61e693,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x29c4,50,2,Assassin,Common,10692,0xc049085709fc6581152c1e1edeea53fae58fede1,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x29c5,30,2,Ranged,Common,10693,0x63095ce68ae2f6dc0a3e068d97f2d392c51ebd06,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x29d8,40,2,Ranged,Common,10712,0x2b5321c1afddfb6680aafff4df96a209e18dea1c,60000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x29d9,30,2,Siege,Common,10713,0x2b5321c1afddfb6680aafff4df96a209e18dea1c,60000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x29da,30,2,Spellcaster,Common,10714,0x2b5321c1afddfb6680aafff4df96a209e18dea1c,60000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x29e2,10,2,Fighter,Common,10722,0x6c70e5fc4e4926cd836a6f8b0645aa1a077fa605,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x29f0,30,2,Assassin,Common,10736,0x30a39fcd4d538b3434ea0d2877292cc0f45a79cf,131000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x29f6,40,2,Siege,Rare,10742,0x734740c70db02f5710207f1d12df47c710665206,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x29fe,60,2,Siege,Common,10750,0xac75cdc34283406b050cadf4ea5902a9310b138e,139000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x29ff,50,2,Ranged,Common,10751,0xac75cdc34283406b050cadf4ea5902a9310b138e,139000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2a00,30,2,Spellcaster,Common,10752,0xac75cdc34283406b050cadf4ea5902a9310b138e,139000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2a0b,40,2,Spellcaster,Common,10763,0xda3afa011e9dd20e6571ee70cb3d150b272ff9c0,,0.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2a16,40,2,Fighter,Common,10774,0xbaa32149f2e8e4813c604deacee48e381cecb937,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2a2f,20,2,Ranged,Common,10799,0x154c08be7f1a96f0a71c467745065691baa36d45,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2a30,20,2,Siege,Common,10800,0x154c08be7f1a96f0a71c467745065691baa36d45,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2a62,50,2,Ranged,Common,10850,0xf2fb34c4323f9bf4a5c04fe277f96588dde5316f,3000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2a74,50,2,Ranged,Common,10868,0x91db3d20b0873d939a1b02fa76532b2134f1e6fe,26000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2a8d,20,2,Siege,Common,10893,0x6f8973809b94030dd4c930fd1182e5d5dcdcf9f0,99999.99999999999,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2a98,40,2,Siege,Uncommon,10904,0xb7176c03739ec10c4ec8e21a64ad64b228b8a5f2,500.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2a9c,70,2,Fighter,Common,10908,0xb3c0bc50b421ba2106b8d358d9cbe13efc096418,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2ae0,10,2,Fighter,Common,10976,0x6c70e5fc4e4926cd836a6f8b0645aa1a077fa605,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2b19,20,2,Siege,Uncommon,11033,0x3727220a0062dc00c08cc53186ca2d1cd3babe2f,30000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2b1,10,2,Assassin,Common,689,0x1d40e7a48751f3379284c24b2d2eca3e40e00d4f,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2b51,50,2,Fighter,Common,11089,0x5b1c563899a4d2038066b6139132abaedf66ac7f,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2b5d,30,2,Ranged,Common,11101,0xc9b378a35c6c2e9971f74b0a75662aa664b3f391,34518.57211231896,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2b5f,40,2,Ranged,Common,11103,0xc9b378a35c6c2e9971f74b0a75662aa664b3f391,34518.57211231896,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2b60,50,2,Fighter,Common,11104,0xc9b378a35c6c2e9971f74b0a75662aa664b3f391,34518.57211231896,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2b96,30,2,Ranged,Common,11158,0x5d082946dadda4ac0259c4eed8dac62de97078fa,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2b98,40,2,Siege,Common,11160,0x5d082946dadda4ac0259c4eed8dac62de97078fa,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2b9,20,2,Siege,Common,697,0x1d40e7a48751f3379284c24b2d2eca3e40e00d4f,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2bd1,20,2,Siege,Rare,11217,0x473bbc06d7fdb7713d1ed334f8d8096cad6ec3f3,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2bdb,60,2,Siege,Common,11227,0x75e55dd9914870a415532c2bb5b969d5a3437841,25089.57353070407,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2c23,30,2,Spellcaster,Common,11299,0xd30eb4f27acac4d903a92a12a29f3fe758a6849c,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2c26,40,2,Ranged,Uncommon,11302,0xd30eb4f27acac4d903a92a12a29f3fe758a6849c,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2c2,40,2,Fighter,Common,706,0xc7b169b108c5e75991c520aea97140534291c81d,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2c66,70,2,Fighter,Common,11366,0x0dc7fc49f79b310b3ea8919ea15429d35c565d11,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2c67,60,2,Assassin,Common,11367,0x5426f039c05b65dba6ce6e775f1bc24cd057e51a,,0.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2c8f,40,2,Assassin,Uncommon,11407,0x8792f37ed02088f58f3eef6a56acd9ccd444ea79,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2c94,60,2,Fighter,Common,11412,0x962edd731279dbbb2c7092ad28655f845fd02b18,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2cca,50,2,Spellcaster,Rare,11466,0x0457bdd7d70c82f4cb1c850bd49064a544630978,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2cda,30,2,Assassin,Common,11482,0xaf749ca22395604e4d064c35e2caa27ba96b1b55,8000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2cd,50,2,Spellcaster,Common,717,0x745b8e12698b852f067a5edc661adcab0a049428,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2d23,30,2,Spellcaster,Common,11555,0x5453128d30bb094f8f067116db29b64dc3e67a43,1000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2d68,10,2,Spellcaster,Common,11624,0x1d18a0fdff04c4c462b42bccac22c1df1f5595fb,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2d88,30,2,Assassin,Common,11656,0xe5bc0291f77a4fc56f96cf3fd6494ffb1cbf2014,149999.99999999997,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2d9c,40,2,Siege,Common,11676,0x3208954669aa12e1bfeced8ac7d2e6673cc4eef1,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2da0,50,2,Siege,Common,11680,0xbaa32149f2e8e4813c604deacee48e381cecb937,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2de4,20,2,Siege,Common,11748,0x154c08be7f1a96f0a71c467745065691baa36d45,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2dfa,20,2,Siege,Uncommon,11770,0xdd72527cd9265013952ad33825b35ab66e93bf3b,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2e33,20,2,Siege,Common,11827,0xe5bc0291f77a4fc56f96cf3fd6494ffb1cbf2014,149999.99999999997,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2edc,10,2,Spellcaster,Common,11996,0xf11648b0ac91e0e9f7d1fc17e2c1de911f7df93d,2500.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2ee3,50,2,Siege,Common,12003,0x5c620c6daa7f78921a643640e88350917a2972f1,30000.0,0.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2fbb,30,2,Assassin,Common,12219,0x2b5321c1afddfb6680aafff4df96a209e18dea1c,60000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x307e,60,2,Fighter,Common,12414,0xf6174f219d468b420af8787a979b7b81bc69d136,10000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x30ae,50,2,Siege,Common,12462,0xf3c9ad2f3bd897d12b0fab2d53b1dd62cb8f9d6e,80000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x30d0,20,2,Spellcaster,Common,12496,0xde33e58f056ff0f23be3ef83ab6e1e0bec95506f,15.53557835007082,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3195,40,2,Fighter,Common,12693,0x5cc15a41774830d9e6d6c7ddee6c6c957932caa1,70000.0,0.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3196,10,2,Fighter,Common,12694,0x1fb7d3c3af2b994731798f00d19c9df7540d3c3b,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x31bc,30,2,Siege,Common,12732,0x309bcc55fe9cca749cff42eb94a846823d27bce6,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x31be,40,2,Spellcaster,Common,12734,0x309bcc55fe9cca749cff42eb94a846823d27bce6,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x31bf,40,2,Spellcaster,Common,12735,0x309bcc55fe9cca749cff42eb94a846823d27bce6,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3210,50,2,Siege,Common,12816,0x2b5321c1afddfb6680aafff4df96a209e18dea1c,60000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3211,50,2,Fighter,Common,12817,0x2b5321c1afddfb6680aafff4df96a209e18dea1c,60000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3212,50,2,Assassin,Common,12818,0x2b5321c1afddfb6680aafff4df96a209e18dea1c,60000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3213,50,2,Fighter,Common,12819,0x2b5321c1afddfb6680aafff4df96a209e18dea1c,60000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3214,30,2,Spellcaster,Common,12820,0x2b5321c1afddfb6680aafff4df96a209e18dea1c,60000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3247,70,2,Ranged,Uncommon,12871,0x51fab80a5296672dac1bb18e378d8dd81ed80d9a,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x326d,20,2,Ranged,Common,12909,0x962edd731279dbbb2c7092ad28655f845fd02b18,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x327f,60,2,Fighter,Common,12927,0xf6573a3576cabdd2f6b8886864fcfb748fbd5b93,10898.730276079144,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x332b,60,2,Fighter,Common,13099,0x2b5321c1afddfb6680aafff4df96a209e18dea1c,60000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x332f,60,2,Siege,Common,13103,0x92e40c3ac7f668631b508cee97002b64415af8b2,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x33e4,60,2,Siege,Common,13284,0xdbd296c51b1d32f5d8cc58cd6f8a5f70e6d92d33,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3412,40,2,Ranged,Common,13330,0xc049085709fc6581152c1e1edeea53fae58fede1,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x34ad,50,2,Assassin,Common,13485,0x2b5321c1afddfb6680aafff4df96a209e18dea1c,60000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x34ae,60,2,Siege,Common,13486,0x2b5321c1afddfb6680aafff4df96a209e18dea1c,60000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x34b0,20,2,Fighter,Common,13488,0x82cb2e8852de03a89298473f0d662fba8db0971f,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x34db,10,2,Assassin,Common,13531,0xdc0a486efaa04e033da5ebd6f5caf3d924f3a159,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3548,10,2,Spellcaster,Common,13640,0x6c70e5fc4e4926cd836a6f8b0645aa1a077fa605,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x354f,40,2,Siege,Common,13647,0x1645b30527d8be0385da21a96ea6c5fc1bf1825a,44800.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3550,40,2,Siege,Common,13648,0x1645b30527d8be0385da21a96ea6c5fc1bf1825a,44800.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x35e1,30,2,Ranged,Common,13793,0x2b5321c1afddfb6680aafff4df96a209e18dea1c,60000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x35fd,40,2,Fighter,Common,13821,0x61ccf1ad4ae3964eea9cc776552daae3397ab264,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x35fe,50,2,Spellcaster,Common,13822,0x5801fdaee2cb29b185122582bca6e796bfe47dd5,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x371e,40,2,Assassin,Common,14110,0xf3c9ad2f3bd897d12b0fab2d53b1dd62cb8f9d6e,80000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3811,20,2,Fighter,Common,14353,0x408b0903a56e6b7b19078f06a8f6caf88a8cc72b,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3953,10,2,Fighter,Common,14675,0xc38da808d0865005312fe99387f5228881539e9f,,0.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3982,40,2,Assassin,Common,14722,0x66b333423409d3ae4008d6fcc84aadaa8d31a0c1,87144.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3a3a,20,2,Assassin,Common,14906,0x5774c601c1d485590949b99d386705164f31a953,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3af9,60,2,Fighter,Uncommon,15097,0x3a6bfe2b87b4b7d8ec76142d0ada23fce10b74b0,496110.97440623934,0.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3b86,10,2,Assassin,Common,15238,0x6c70e5fc4e4926cd836a6f8b0645aa1a077fa605,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3c3b,20,2,Fighter,Common,15419,0xa3a3b69a3c76308a867b47d3d60d8ee8213366b5,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3c96,30,2,Assassin,Common,15510,0x92e40c3ac7f668631b508cee97002b64415af8b2,,
