id,craftingXp,crafting,role,rarity,tokenId,ownerId,atlas_deposit_unlocking,balance
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3ca1,30,2,Assassin,Common,15521,0x43d37c0f1e0e6124c1d4485dcaffb02b5b3fd195,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3cb6,20,2,Ranged,Uncommon,15542,0x154c08be7f1a96f0a71c467745065691baa36d45,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3cb,50,2,Assassin,Common,971,0x670cb798a46097da6424cea8e6adeaf4bd7fc024,40000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3cc,30,2,Fighter,Common,972,0x670cb798a46097da6424cea8e6adeaf4bd7fc024,40000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3d7e,30,2,Spellcaster,Common,15742,0x670cb798a46097da6424cea8e6adeaf4bd7fc024,40000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3ea0,30,2,Assassin,Common,16032,0x9de7b7ce0d4783209957d0253769bd54934b7a13,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3ea1,40,2,Spellcaster,Common,16033,0x9de7b7ce0d4783209957d0253769bd54934b7a13,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3eb6,20,2,Fighter,Common,16054,0xe7436afad54fec84a67be7866ad21f4fb0d3efc6,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3eb7,10,2,Assassin,Uncommon,16055,0xe7436afad54fec84a67be7866ad21f4fb0d3efc6,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3ecc,20,2,Spellcaster,Common,16076,0x1645b30527d8be0385da21a96ea6c5fc1bf1825a,44800.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3eda,10,2,Siege,Common,16090,0x1d5522626729349812a71d812d14af8af1f7aa26,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3ee9,20,2,Ranged,Common,16105,0xd7ce367fa0e74f11ae934939712ff2e3d634b5e7,660523.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3eea,40,2,Spellcaster,Common,16106,0xd7ce367fa0e74f11ae934939712ff2e3d634b5e7,660523.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3eeb,40,2,Fighter,Common,16107,0xd7ce367fa0e74f11ae934939712ff2e3d634b5e7,660523.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3f11,40,2,Spellcaster,Common,16145,0x4508205f7dd2129fd970df1bb29ff6b8eb1f148c,1500.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3f13,20,2,Ranged,Common,16147,0xd7ce367fa0e74f11ae934939712ff2e3d634b5e7,660523.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3f14,30,2,Spellcaster,Common,16148,0xd7ce367fa0e74f11ae934939712ff2e3d634b5e7,660523.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3f15,30,2,Spellcaster,Common,16149,0x97735db6fbbc87eb32ac63b28510ab5da2829a52,20000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3f1a,10,2,Assassin,Uncommon,16154,0xead2b8ee2a2d0c5e99f7808d37f2ee57877ad2de,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3f1e,20,2,Assassin,Common,16158,0x8bced9d03f4c3bc59a0bcf91933191285af67268,510000.0,0.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3f23,30,2,Spellcaster,Uncommon,16163,0x8bced9d03f4c3bc59a0bcf91933191285af67268,510000.0,0.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3f24,20,2,Siege,Common,16164,0x8bced9d03f4c3bc59a0bcf91933191285af67268,510000.0,0.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3f25,30,2,Spellcaster,Common,16165,0x8bced9d03f4c3bc59a0bcf91933191285af67268,510000.0,0.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3f5f,20,2,Fighter,Common,16223,0x97e009cb2553b9d753ee9e08acff8f32903edd28,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3f6d,10,2,Assassin,Common,16237,0x832f7b8fa10ef43c5398e270476d469949aad377,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3f79,20,2,Siege,Common,16249,0x52cd47933c3428e5ae8f442a47f904c390942dce,76000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3f7c,40,2,Spellcaster,Uncommon,16252,0xdf0460cbd0d1219785b07f1e19be8a07d7a0db8c,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3f7d,20,2,Spellcaster,Common,16253,0xdf0460cbd0d1219785b07f1e19be8a07d7a0db8c,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3f8d,30,2,Ranged,Common,16269,0xd4c5211966074126b8f932596a26a34e5ae31d45,70000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3f8e,20,2,Fighter,Common,16270,0xd4c5211966074126b8f932596a26a34e5ae31d45,70000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3fbc,30,2,Spellcaster,Common,16316,0x79bc6c1d8fc64214107949f0e5a2b1b4ce690b60,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3fc1,30,2,Ranged,Uncommon,16321,0xf681efdcba35c69dc0fe56b7fdb56324f5abd385,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3fc8,10,2,Siege,Common,16328,0x668e961736454a2444adb485340cb7f0844ddd3d,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3fde,20,2,Fighter,Common,16350,0xa4312263100b1bc63d0108171c2ffd7854ef7ad1,49999.99999999999,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3,50,2,Fighter,Common,3,0x032f84aeff59ddebc55797f321624826d873bf65,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x4009,40,2,Spellcaster,Common,16393,0xf6174f219d468b420af8787a979b7b81bc69d136,10000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x403e,30,2,Fighter,Common,16446,0xf6174f219d468b420af8787a979b7b81bc69d136,10000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x407e,20,2,Assassin,Common,16510,0x064e2e9c7df51861ac4492551baf1fd6e3286074,4010.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x4089,10,2,Spellcaster,Common,16521,0x0b85a2746216ab3b664c70dfb9ba9127c2f0fee5,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x409b,20,2,Fighter,Uncommon,16539,0x734740c70db02f5710207f1d12df47c710665206,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x40ab,20,2,Ranged,Common,16555,0x30a39fcd4d538b3434ea0d2877292cc0f45a79cf,131000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x40ce,10,2,Ranged,Common,16590,0x6fbfed625112b8587b3009453329f31250c80e63,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x40d9,30,2,Spellcaster,Common,16601,0xdbd296c51b1d32f5d8cc58cd6f8a5f70e6d92d33,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x40da,30,2,Spellcaster,Common,16602,0xdbd296c51b1d32f5d8cc58cd6f8a5f70e6d92d33,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x413e,20,2,Spellcaster,Common,16702,0x309bcc55fe9cca749cff42eb94a846823d27bce6,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x413f,20,2,Assassin,Common,16703,0x309bcc55fe9cca749cff42eb94a846823d27bce6,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x4147,10,2,Ranged,Uncommon,16711,0xdf5b0e3887ec6cb55c261d4bc051de8dbf7d8650,21001.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x4159,10,2,Assassin,Common,16729,0x8794941dd8fe7804ba8d2d1189a041af36f5a588,80501.7317108389,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x415c,10,2,Assassin,Common,16732,0x8794941dd8fe7804ba8d2d1189a041af36f5a588,80501.7317108389,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x4169,10,2,Ranged,Uncommon,16745,0x2aa4dbf8462b3eec6e8b8134b6ba8f8cd84fd1cb,120196.7779397332,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x416a,10,2,Spellcaster,Uncommon,16746,0x2aa4dbf8462b3eec6e8b8134b6ba8f8cd84fd1cb,120196.7779397332,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x4175,30,2,Spellcaster,Common,16757,0x68321c407aa92cf001c2e766cfba4259e9d9a1ad,75000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x4186,10,2,Siege,Common,16774,0x4393b7b4f94d78323a2efab982449182b292074f,49999.99999999999,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x4190,10,2,Siege,Common,16784,0x11099ac9cc097d0c9759635b8e16c6a91ecc43da,,0.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x41a5,20,2,Siege,Uncommon,16805,0xab231ec29c05eff58574f6acbb9440b7e0fa8626,192000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x41b1,10,2,Ranged,Common,16817,0x996f047f5ca79c7a1cfb92a534add66520d9c2b1,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x41e5,20,2,Fighter,Common,16869,0xf6174f219d468b420af8787a979b7b81bc69d136,10000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x4232,30,2,Spellcaster,Common,16946,0x408b0903a56e6b7b19078f06a8f6caf88a8cc72b,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x4233,30,2,Ranged,Common,16947,0x408b0903a56e6b7b19078f06a8f6caf88a8cc72b,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x4234,30,2,Ranged,Common,16948,0x408b0903a56e6b7b19078f06a8f6caf88a8cc72b,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x4235,20,2,Spellcaster,Common,16949,0x408b0903a56e6b7b19078f06a8f6caf88a8cc72b,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x4236,30,2,Spellcaster,Uncommon,16950,0x408b0903a56e6b7b19078f06a8f6caf88a8cc72b,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x424a,10,2,Ranged,Common,16970,0xea40a159a1430a9422f1a66f11ca9dfea76d80e1,1000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x424e,20,2,Assassin,Common,16974,0xa1301bc880de06b84be4d9150105c6b8cc6202b2,23000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x424f,10,2,Spellcaster,Common,16975,0xa1301bc880de06b84be4d9150105c6b8cc6202b2,23000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x426a,30,2,Fighter,Common,17002,0xaf749ca22395604e4d064c35e2caa27ba96b1b55,8000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x427e,20,2,Fighter,Common,17022,0x038a2c957a470373ea4ecf91493bcbf2b4a2ec93,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x4281,20,2,Fighter,Common,17025,0x038a2c957a470373ea4ecf91493bcbf2b4a2ec93,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x428a,20,2,Assassin,Common,17034,0x79116c7cee3295e2f0008d075637c6ac2bc06865,140000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x4317,20,2,Siege,Common,17175,0xce13bda9dbb5d9edac09188b3455e7b6b54d5009,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x4343,20,2,Siege,Common,17219,0x0dc7fc49f79b310b3ea8919ea15429d35c565d11,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x434a,20,2,Assassin,Common,17226,0xce13bda9dbb5d9edac09188b3455e7b6b54d5009,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x4376,30,2,Fighter,Common,17270,0x627d9676d261a2248567bf078e21720fcc3dc549,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x4377,20,2,Assassin,Common,17271,0x627d9676d261a2248567bf078e21720fcc3dc549,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x4378,30,2,Spellcaster,Common,17272,0x627d9676d261a2248567bf078e21720fcc3dc549,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x4390,10,2,Ranged,Common,17296,0x1a49fce89d020dc189979c0d5a52b59a35742fcf,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x43ed,30,2,Fighter,Common,17389,0x92e40c3ac7f668631b508cee97002b64415af8b2,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x4430,10,2,Fighter,Common,17456,0x42741dd36db0aa4ec6fa2b90afe8250b1ec2e70a,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x443a,30,2,Assassin,Rare,17466,0xaa0dee58a36b72c774317eb5f71afb2a04c85527,99999.99999999999,0.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x448d,20,2,Spellcaster,Common,17549,0x449d9bab5855d53864969defeeaf0148f7c104f2,211626.78978672595,0.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x4498,10,2,Fighter,Common,17560,0x397382acb7b201b83f8b4833a01094ef8f319c10,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x44ab,10,2,Assassin,Rare,17579,0x759c5f293edc487aa02186f0099864ebc53191c1,0.1,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x4577,30,2,Ranged,Common,17783,0xd7ce367fa0e74f11ae934939712ff2e3d634b5e7,660523.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x45b9,10,2,Fighter,Common,17849,0xf6174f219d468b420af8787a979b7b81bc69d136,10000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x4761,10,2,Spellcaster,Common,18273,0x92e40c3ac7f668631b508cee97002b64415af8b2,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x479,10,2,Riverman,Special,1145,0xbd16ea350f19025ad2b92c3325a4d90e1205c7be,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x48e,50,2,Numeraire,Special,1166,0xf92fdae0fe3c4e9f60ea44304937468b3890a283,2500.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x48f,30,2,Fighter,Common,1167,0x5cc15a41774830d9e6d6c7ddee6c6c957932caa1,70000.0,0.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x4b0,30,2,Fighter,Common,1200,0x1ce33afd0e70ad410a74e855dd9871f2b31f3eee,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x4bbb,10,2,Fighter,Common,19387,0x3a6bfe2b87b4b7d8ec76142d0ada23fce10b74b0,496110.97440623934,0.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x516,40,2,Assassin,Uncommon,1302,0xe62f16865ad77071fa4581c1342272bc5715bf96,185000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x55f,20,2,Spellcaster,Common,1375,0xf6573a3576cabdd2f6b8886864fcfb748fbd5b93,10898.730276079144,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x662,70,2,Ranged,Common,1634,0xac8d2856eafbfd8653e035068940cdff299e8796,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x736,30,2,Fighter,Common,1846,0x63095ce68ae2f6dc0a3e068d97f2d392c51ebd06,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x75b,60,2,Riverman,Special,1883,0xbaa32149f2e8e4813c604deacee48e381cecb937,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x760,30,2,Assassin,Common,1888,0x21a6f46fe65952d1506b4f5782bff8671e664800,60000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x76f,50,2,Assassin,Common,1903,0x722d80b8f0640f625dfd668b6dd8175b2f22e8ab,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x77f,40,2,Fighter,Common,1919,0x747e83632fce402366eeb224d02a276ed2d0d47a,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x840,10,2,Riverman,Special,2112,0x6b5c3d423e7ccd2a45bfd9996e1353e3d4313319,20000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x84b,30,2,Spellcaster,Common,2123,0x8a3034dc09e4d452ed7299feb86a9dd66503a6d5,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x84,40,2,Ranged,Common,132,0x97e009cb2553b9d753ee9e08acff8f32903edd28,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x884,30,2,Spellcaster,Common,2180,0x9d9db07c7474889722ca5dd395bbe43d0a8db0b0,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x889,20,2,Numeraire,Special,2185,0x67808baf60456f41ada9d9aa9840c88ff325d8ae,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x88c,30,2,Siege,Uncommon,2188,0x67808baf60456f41ada9d9aa9840c88ff325d8ae,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x8a4,20,2,Ranged,Common,2212,0x11956eb66dd29e6b32d285e4ba9aa1440559910c,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x8aa,40,2,Spellcaster,Uncommon,2218,0x9d9db07c7474889722ca5dd395bbe43d0a8db0b0,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x8a,10,2,Fighter,Common,138,0x410ef4df49583daeec7a3cb09f85c2a9ee658afd,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x8be,20,2,Ranged,Common,2238,0x2a09e43f4d93a2611a6c7b87d907ac35e51d59c6,100.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x8fa,40,2,Siege,Uncommon,2298,0xef7b11bb7d88d3b42e866fd40d0a974c9ed78188,99999.99999999999,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x9a2,50,2,Siege,Common,2466,0x722d80b8f0640f625dfd668b6dd8175b2f22e8ab,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x9aa,70,2,Assassin,Common,2474,0xbaa32149f2e8e4813c604deacee48e381cecb937,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x9e0,40,2,Siege,Common,2528,0xb38bd68a6f0ba599808d65c7a9cf2a428105b680,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0xa32,50,2,Assassin,Common,2610,0x5cd334c41cd8da95be22d44de617fed9ce12363a,122000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0xa55,10,2,Spellcaster,Common,2645,0xbee157c1a64c115d8361aab2542f83d204260a97,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0xa8e,50,2,Assassin,Common,2702,0x1a49fce89d020dc189979c0d5a52b59a35742fcf,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0xaba,40,2,Siege,Common,2746,0x1a49fce89d020dc189979c0d5a52b59a35742fcf,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0xac1,20,2,Spellcaster,Common,2753,0x063c78e4a9b448b29de361370ec97b1faf144c58,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0xac2,10,2,Siege,Common,2754,0x0e40223c22c2e98b7315ee93bcc23f4746ec96b0,25085.586485574528,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0xae8,40,2,Siege,Common,2792,0x08ef1a3a2428c7a0ca92fa248b012f07f676ba95,1000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0xaea,50,2,Siege,Common,2794,0x790f72745b86fdefeb1ae9d520f2285da3e40989,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0xb5,30,2,Ranged,Common,181,0x2b5321c1afddfb6680aafff4df96a209e18dea1c,60000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0xbcf,30,2,Assassin,Common,3023,0x1fb7d3c3af2b994731798f00d19c9df7540d3c3b,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0xcca,30,2,Fighter,Common,3274,0x5cc15a41774830d9e6d6c7ddee6c6c957932caa1,70000.0,0.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0xd23,10,2,Siege,Common,3363,0x019b1e3e2bddd9aa7f68c9601ced6e470d7a3be5,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0xe60,10,2,Numeraire,Special,3680,0x473bbc06d7fdb7713d1ed334f8d8096cad6ec3f3,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0xe65,30,2,Siege,Common,3685,0x82cb2e8852de03a89298473f0d662fba8db0971f,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0xeb7,10,2,Siege,Common,3767,0x0259d65954dfbd0735e094c9cdacc256e5a29dd4,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0xee7,50,2,Spellcaster,Common,3815,0xf319f5eecfb027e46bcc3afa1b12e763653a004e,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0xf28,20,2,Fighter,Common,3880,0x5438f01ebba17c7ee279af990d0a8a02267833e4,5000.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0xf7e,30,2,Assassin,Common,3966,0xed6f7f3944cde2812405dfc7aef96a3f989b8a1c,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0xf7f,20,2,Spellcaster,Common,3967,0xed6f7f3944cde2812405dfc7aef96a3f989b8a1c,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0xf9c,20,2,Siege,Uncommon,3996,0x4a8b9e2c2940fdd39aceb384654dc59acb58c337,,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0xfc,60,2,Siege,Common,252,0xf3d0cb1b3db63a5f98a0ecb05d0d9f263058b7cb,250.0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0xfdf,20,2,Assassin,Uncommon,4063,0x6301add4fb128de9778b8651a2a9278b86761423,,
