ownerId,legionIds,atlas_deposit_unlocking,wallet_balance
0x9056ab0db92ba9fdedb1534cfc975e46a0579678,[4118],,1209.2309627946508
0x449d9bab5855d53864969defeeaf0148f7c104f2,"[258, 259, 17549]",211626.78978672595,8663.369666033519
0x85591bfabb18be044fa98d72f7093469c588483c,[330],1000.0,67109.63086156543
0x4fdef02eb19f06cf2406cabad62383515419607e,[365],,1946.611212676254
0x8a14b7523cc6a17cc88043422cdc31cafc698735,[506],10000.0,1590.9465037624934
0xee7c6be1d0859ebf50ca73772cbbe85c774bbb88,[573],,440.9379607156254
0x28d97add070d26e55c5e4a5f863f1f5fee7621df,[600],,65.2444889156217
0x11099ac9cc097d0c9759635b8e16c6a91ecc43da,"[9706, 663, 16784]",,317.58
0x4e4885c3d64ec6f3512e9693688340eee3157dbb,[9733],,585.4734896320995
0x5426f039c05b65dba6ce6e775f1bc24cd057e51a,"[9744, 11367]",,52.2540576382798
0x5cc15a41774830d9e6d6c7ddee6c6c957932caa1,"[9758, 641, 12693, 1167, 3274]",70000.0,24802.96268464896
0xaa0dee58a36b72c774317eb5f71afb2a04c85527,"[9763, 10425, 17466]",99999.99999999999,39720.91304992145
0xda3afa011e9dd20e6571ee70cb3d150b272ff9c0,"[9764, 10763]",,12485.043093999999
0xbeb8fd4683595145189b8a2b6168a711b4d44fc6,[9800],3000.0,201.62155965128034
0xf219904c26044db624b01ce7bee8bf98e64ec619,"[9838, 9839, 9840]",170000.0,95.81860459557618
0x3a6bfe2b87b4b7d8ec76142d0ada23fce10b74b0,"[9878, 9880, 15097, 19387]",496110.97440623934,2795.437387201375
0x8bced9d03f4c3bc59a0bcf91933191285af67268,"[9922, 9924, 16158, 16163, 16164, 16165]",510000.0,10227.437459448302
0x7114aa86e6ee374ad614c6b4dce8dbdb8555465d,[9943],99999.99999999999,8029.80755205456
0xc38da808d0865005312fe99387f5228881539e9f,"[9945, 14675]",,35.750085882774506
0x8ff55b93a1ed400e8bc44dc0026459209700a704,"[9990, 10078, 10079]",,544.8155712543139
0x5c620c6daa7f78921a643640e88350917a2972f1,"[10008, 10009, 12003]",30000.0,5480.014880952381
0x95ad72b8f2138df54bb9c1456b47504e40e201ff,"[10018, 10019, 10120, 10180]",,0.0
0x6f8973809b94030dd4c930fd1182e5d5dcdcf9f0,"[10021, 10893]",99999.99999999999,0.003343856675214598
0x1e38f19ec613cfcb06d23fd71d01c9dc1feba45e,[10031],1500.0,137.32683472148577
0x668e961736454a2444adb485340cb7f0844ddd3d,"[10046, 16328]",,102.96826414940895
0xd77a8cde26afb5b711f0e25c23a48562d5259bf3,[10051],62709.032493826424,26490.770293636015
0x52cd47933c3428e5ae8f442a47f904c390942dce,"[10063, 16249]",76000.0,1970.3396174443174
0xf6818a153a9950c1da39bb1eadfb7437f7329ad4,"[10109, 10148]",,115188.45034904878
0x72959497201a7e931d8460dfa28935ca8db2a91d,"[10141, 10142]",,2996.8649602689816
0x658cd0c3d10179763f5cdafaab558bd7b6f40a7f,[10145],,5195.518814920488
0x1ce33afd0e70ad410a74e855dd9871f2b31f3eee,"[10162, 1200]",,8842.90649842109
0xd25eb9811fd774f7480ea21e3e3a6f692e39db94,[10209],,4404.152696540022
0xe3cadc86b296e57c55dcb7c9e90936e7517237b3,[10220],,9366.125186193913
0xcce853ecb829d914d119724761e3deb6ad982047,[10281],,1831.5978194672289
0x038a2c957a470373ea4ecf91493bcbf2b4a2ec93,"[10294, 10295, 10296, 10298, 17022, 17025]",,18085.399162169997
