id,craftingXp,crafting,role,rarity,tokenId,ownerId,atlas_deposit_unlocking
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2bdb,100,2,Siege,Common,11227,0x75e55dd9914870a415532c2bb5b969d5a3437841,25089.57353070407
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2bee,40,2,Spellcaster,Common,11246,0x0f0939a3b40f5186c8e8aa998e815e9976c7a540,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2be,40,2,Ranged,Common,702,0x1d40e7a48751f3379284c24b2d2eca3e40e00d4f,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2c23,90,2,Spellcaster,Common,11299,0xd30eb4f27acac4d903a92a12a29f3fe758a6849c,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2c26,100,2,Ranged,Uncommon,11302,0xd30eb4f27acac4d903a92a12a29f3fe758a6849c,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2c28,40,2,Fighter,Common,11304,0xf9c1989eb95dbc89489410cdf3941541937016ff,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2c29,40,2,Ranged,Common,11305,0xf9c1989eb95dbc89489410cdf3941541937016ff,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2c2a,20,2,Assassin,Common,11306,0x82cb2e8852de03a89298473f0d662fba8db0971f,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2c2b,40,2,Siege,Common,11307,0xf9c1989eb95dbc89489410cdf3941541937016ff,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2c2,90,2,Fighter,Common,706,0xc7b169b108c5e75991c520aea97140534291c81d,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2c4c,20,2,Spellcaster,Common,11340,0xfe0e5b8179419d241ce20cc094150ac4e912ea59,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2c66,120,2,Fighter,Common,11366,0x0dc7fc49f79b310b3ea8919ea15429d35c565d11,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2c67,90,2,Assassin,Common,11367,0x5426f039c05b65dba6ce6e775f1bc24cd057e51a,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2c8f,90,2,Assassin,Uncommon,11407,0x8792f37ed02088f58f3eef6a56acd9ccd444ea79,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2c94,100,2,Fighter,Common,11412,0x962edd731279dbbb2c7092ad28655f845fd02b18,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2c9b,30,2,Spellcaster,Common,11419,0x371c4cf0efeda222fd6461cd5e4f9d62ac61d78e,80000.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2cca,100,2,Spellcaster,Rare,11466,0x0457bdd7d70c82f4cb1c850bd49064a544630978,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2cda,70,2,Assassin,Common,11482,0xaf749ca22395604e4d064c35e2caa27ba96b1b55,8000.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2cd,100,2,Spellcaster,Common,717,0x745b8e12698b852f067a5edc661adcab0a049428,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2d23,80,2,Spellcaster,Common,11555,0x5453128d30bb094f8f067116db29b64dc3e67a43,1000.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2d55,20,2,Siege,Uncommon,11605,0x51fab80a5296672dac1bb18e378d8dd81ed80d9a,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2d56,20,2,Ranged,Uncommon,11606,0x3b66c992860abd1ec94b917e222dca78ad55032f,54752.748211728234
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2d57,20,2,Ranged,Common,11607,0x3b66c992860abd1ec94b917e222dca78ad55032f,54752.748211728234
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2d68,60,2,Spellcaster,Common,11624,0x1d18a0fdff04c4c462b42bccac22c1df1f5595fb,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2d88,80,2,Assassin,Common,11656,0xe5bc0291f77a4fc56f96cf3fd6494ffb1cbf2014,149999.99999999997
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2d90,10,2,Spellcaster,Common,11664,0x0e11ef520983bd69e57fb6d619e571a1737cab97,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2d9c,80,2,Siege,Common,11676,0x3208954669aa12e1bfeced8ac7d2e6673cc4eef1,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2da0,90,2,Siege,Common,11680,0xbaa32149f2e8e4813c604deacee48e381cecb937,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2de4,70,2,Siege,Common,11748,0x154c08be7f1a96f0a71c467745065691baa36d45,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2dfa,60,2,Siege,Uncommon,11770,0xdd72527cd9265013952ad33825b35ab66e93bf3b,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2e33,70,2,Siege,Common,11827,0xe5bc0291f77a4fc56f96cf3fd6494ffb1cbf2014,149999.99999999997
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2e34,50,2,Ranged,Uncommon,11828,0x5e6ff93a0ac631f2196567b720993c04cf7abdc7,1000.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2ea0,40,2,Spellcaster,Common,11936,0xc1bd21ecd832ef3c3b1a393a0d66dd2b92c0a944,15000.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2ece,20,2,Assassin,Common,11982,0x34a32ad4ba1ea1eb02ccd3ed5b9af9a8d8ea07a8,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2edc,50,2,Spellcaster,Common,11996,0xf11648b0ac91e0e9f7d1fc17e2c1de911f7df93d,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2ede,30,2,Spellcaster,Common,11998,0x58d58008a506d6e29c9e57fc465dfd6c2342cf5f,60000.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2ee3,80,2,Siege,Common,12003,0x5c620c6daa7f78921a643640e88350917a2972f1,30000.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2f12,40,2,Fighter,Common,12050,0x8da412e9680269f37eaa34d15154c009b4415a81,278759.4055
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2f74,40,2,Ranged,Common,12148,0xc24729ef71610d21387239efa6e2ab02c2825374,85000.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2f75,40,2,Spellcaster,Common,12149,0xc24729ef71610d21387239efa6e2ab02c2825374,85000.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2fbb,70,2,Assassin,Common,12219,0x2b5321c1afddfb6680aafff4df96a209e18dea1c,92500.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2fc2,20,2,Siege,Common,12226,0x6c70e5fc4e4926cd836a6f8b0645aa1a077fa605,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2fca,20,2,Spellcaster,Common,12234,0x25de6ee9bb67dca9654259843682be875ab85b5f,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2fcb,20,2,Fighter,Common,12235,0x25de6ee9bb67dca9654259843682be875ab85b5f,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2fcc,20,2,Ranged,Common,12236,0x25de6ee9bb67dca9654259843682be875ab85b5f,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2fcd,20,2,Spellcaster,Common,12237,0x25de6ee9bb67dca9654259843682be875ab85b5f,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x307e,110,2,Fighter,Common,12414,0xf6174f219d468b420af8787a979b7b81bc69d136,10000.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x30ae,100,2,Siege,Common,12462,0xf3c9ad2f3bd897d12b0fab2d53b1dd62cb8f9d6e,120000.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x30c0,20,2,Ranged,Common,12480,0x5438f01ebba17c7ee279af990d0a8a02267833e4,5000.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x30d0,50,2,Spellcaster,Common,12496,0xde33e58f056ff0f23be3ef83ab6e1e0bec95506f,15.53557835007082
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3195,100,2,Fighter,Common,12693,0x5cc15a41774830d9e6d6c7ddee6c6c957932caa1,70000.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3196,60,2,Fighter,Common,12694,0x1fb7d3c3af2b994731798f00d19c9df7540d3c3b,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x31bc,70,2,Siege,Common,12732,0x309bcc55fe9cca749cff42eb94a846823d27bce6,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x31be,70,2,Spellcaster,Common,12734,0x309bcc55fe9cca749cff42eb94a846823d27bce6,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x31bf,70,2,Spellcaster,Common,12735,0x309bcc55fe9cca749cff42eb94a846823d27bce6,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3210,90,2,Siege,Common,12816,0x2b5321c1afddfb6680aafff4df96a209e18dea1c,92500.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3211,90,2,Fighter,Common,12817,0x2b5321c1afddfb6680aafff4df96a209e18dea1c,92500.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3212,90,2,Assassin,Common,12818,0x2b5321c1afddfb6680aafff4df96a209e18dea1c,92500.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3213,90,2,Fighter,Common,12819,0x2b5321c1afddfb6680aafff4df96a209e18dea1c,92500.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3214,70,2,Spellcaster,Common,12820,0x2b5321c1afddfb6680aafff4df96a209e18dea1c,92500.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3247,120,2,Ranged,Uncommon,12871,0x51fab80a5296672dac1bb18e378d8dd81ed80d9a,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x326d,60,2,Ranged,Common,12909,0x962edd731279dbbb2c7092ad28655f845fd02b18,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x327f,100,2,Fighter,Common,12927,0xf6573a3576cabdd2f6b8886864fcfb748fbd5b93,10898.730276079144
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x331,40,2,Siege,Common,817,0x4a60a51b200cfc0224645c515530dcb3effcb370,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x332b,100,2,Fighter,Common,13099,0x2b5321c1afddfb6680aafff4df96a209e18dea1c,92500.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x332f,110,2,Siege,Common,13103,0x92e40c3ac7f668631b508cee97002b64415af8b2,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3355,20,2,Assassin,Common,13141,0x098b8c8e17d300233e4893924d226e728e91eeef,3000.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x33af,10,2,Fighter,Common,13231,0xd7ce367fa0e74f11ae934939712ff2e3d634b5e7,660523.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x33d,30,2,Ranged,Common,829,0x7e98d97e0703a79299b65cb57a992a77a5079678,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x33e4,110,2,Siege,Common,13284,0xdbd296c51b1d32f5d8cc58cd6f8a5f70e6d92d33,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3412,100,2,Ranged,Common,13330,0xc049085709fc6581152c1e1edeea53fae58fede1,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x341c,20,2,Ranged,Common,13340,0xca96e1673116557725b3289f9bf3a2a2be491120,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x34ad,90,2,Assassin,Common,13485,0x2b5321c1afddfb6680aafff4df96a209e18dea1c,92500.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x34ae,100,2,Siege,Common,13486,0x2b5321c1afddfb6680aafff4df96a209e18dea1c,92500.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x34b0,70,2,Fighter,Common,13488,0x82cb2e8852de03a89298473f0d662fba8db0971f,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x34db,70,2,Assassin,Common,13531,0xdc0a486efaa04e033da5ebd6f5caf3d924f3a159,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3548,30,2,Spellcaster,Common,13640,0x6c70e5fc4e4926cd836a6f8b0645aa1a077fa605,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x354f,90,2,Siege,Common,13647,0x1645b30527d8be0385da21a96ea6c5fc1bf1825a,44800.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3550,90,2,Siege,Common,13648,0x1645b30527d8be0385da21a96ea6c5fc1bf1825a,44800.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x35e1,70,2,Ranged,Common,13793,0x2b5321c1afddfb6680aafff4df96a209e18dea1c,92500.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x35fd,70,2,Fighter,Common,13821,0x61ccf1ad4ae3964eea9cc776552daae3397ab264,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x35fe,90,2,Spellcaster,Common,13822,0x5801fdaee2cb29b185122582bca6e796bfe47dd5,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x36c6,10,2,Siege,Rare,14022,0xc949c2f384f0e0fc848a41052e7d0c467ca43d54,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x371e,90,2,Assassin,Common,14110,0xf3c9ad2f3bd897d12b0fab2d53b1dd62cb8f9d6e,120000.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3811,70,2,Fighter,Common,14353,0x408b0903a56e6b7b19078f06a8f6caf88a8cc72b,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x38d9,10,2,Siege,Common,14553,0x69cef33a702b73fbc4d4a28fd73b4131c15d32f7,3001.093966955362
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3938,10,2,Ranged,Common,14648,0xf9c1989eb95dbc89489410cdf3941541937016ff,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3953,60,2,Fighter,Common,14675,0xc38da808d0865005312fe99387f5228881539e9f,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3982,80,2,Assassin,Common,14722,0x66b333423409d3ae4008d6fcc84aadaa8d31a0c1,102144.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3a3a,70,2,Assassin,Common,14906,0x5774c601c1d485590949b99d386705164f31a953,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3af9,110,2,Fighter,Uncommon,15097,0x3a6bfe2b87b4b7d8ec76142d0ada23fce10b74b0,496110.97440623934
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3b6d,30,2,Assassin,Common,15213,0x6c70e5fc4e4926cd836a6f8b0645aa1a077fa605,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3b70,20,2,Assassin,Common,15216,0x71729abdd2a714db020321aee2fa76cb5c0268d3,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3b86,40,2,Assassin,Common,15238,0x6c70e5fc4e4926cd836a6f8b0645aa1a077fa605,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3bd1,10,2,Spellcaster,Common,15313,0xe5499a32bbfedd563f87c6fcb05d5eb0333ac996,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3c3b,70,2,Fighter,Common,15419,0xa3a3b69a3c76308a867b47d3d60d8ee8213366b5,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3c96,80,2,Assassin,Common,15510,0x92e40c3ac7f668631b508cee97002b64415af8b2,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3ca1,80,2,Assassin,Common,15521,0x43d37c0f1e0e6124c1d4485dcaffb02b5b3fd195,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3cb6,70,2,Ranged,Uncommon,15542,0x154c08be7f1a96f0a71c467745065691baa36d45,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3cb,90,2,Assassin,Common,971,0x670cb798a46097da6424cea8e6adeaf4bd7fc024,40000.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3cc,70,2,Fighter,Common,972,0x670cb798a46097da6424cea8e6adeaf4bd7fc024,40000.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3d1,40,2,Ranged,Common,977,0xf39658c5f641c52aa942acde6bd178b94c30ad6e,567.9992207580225
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3d7e,70,2,Spellcaster,Common,15742,0x670cb798a46097da6424cea8e6adeaf4bd7fc024,40000.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3dab,40,2,Siege,Uncommon,15787,0xadf036ffc79e57effc3b63ca6b164feb06d4834c,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3dc9,10,2,Siege,Common,15817,0x4e81276e61db7fddd1001ebd6ecbfa28e06a2136,882.7059472241167
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3e9f,50,2,Spellcaster,Common,16031,0x482dedbd00ac5c3f59d3d84f86e16cfad8e5200d,100.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3ea0,80,2,Assassin,Common,16032,0x9de7b7ce0d4783209957d0253769bd54934b7a13,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3ea1,90,2,Spellcaster,Common,16033,0x9de7b7ce0d4783209957d0253769bd54934b7a13,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3eb6,70,2,Fighter,Common,16054,0xe7436afad54fec84a67be7866ad21f4fb0d3efc6,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3eb7,60,2,Assassin,Uncommon,16055,0xe7436afad54fec84a67be7866ad21f4fb0d3efc6,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3ecc,70,2,Spellcaster,Common,16076,0x1645b30527d8be0385da21a96ea6c5fc1bf1825a,44800.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3eda,60,2,Siege,Common,16090,0x1d5522626729349812a71d812d14af8af1f7aa26,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3ee9,60,2,Ranged,Common,16105,0xd7ce367fa0e74f11ae934939712ff2e3d634b5e7,660523.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3eea,80,2,Spellcaster,Common,16106,0xd7ce367fa0e74f11ae934939712ff2e3d634b5e7,660523.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3eeb,80,2,Fighter,Common,16107,0xd7ce367fa0e74f11ae934939712ff2e3d634b5e7,660523.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3f02,40,2,Assassin,Uncommon,16130,0x2e0d63ffcb08ea20ff3acdbb72dfec97343885d2,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3f11,90,2,Spellcaster,Common,16145,0x4508205f7dd2129fd970df1bb29ff6b8eb1f148c,1500.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3f13,60,2,Ranged,Common,16147,0xd7ce367fa0e74f11ae934939712ff2e3d634b5e7,660523.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3f14,70,2,Spellcaster,Common,16148,0xd7ce367fa0e74f11ae934939712ff2e3d634b5e7,660523.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3f15,80,2,Spellcaster,Common,16149,0x97735db6fbbc87eb32ac63b28510ab5da2829a52,20000.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3f18,20,2,Spellcaster,Uncommon,16152,0xbae4e32ede96935787b3952389a146866d1e40fc,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3f1a,50,2,Assassin,Uncommon,16154,0xead2b8ee2a2d0c5e99f7808d37f2ee57877ad2de,38000.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3f1e,70,2,Assassin,Common,16158,0x8bced9d03f4c3bc59a0bcf91933191285af67268,585000.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3f23,80,2,Spellcaster,Uncommon,16163,0x8bced9d03f4c3bc59a0bcf91933191285af67268,585000.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3f24,70,2,Siege,Common,16164,0x8bced9d03f4c3bc59a0bcf91933191285af67268,585000.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3f25,80,2,Spellcaster,Common,16165,0x8bced9d03f4c3bc59a0bcf91933191285af67268,585000.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3f4c,30,2,Siege,Common,16204,0x54639740ad4c316eeb9b4ba145b383901e04eaa3,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3f52,40,2,Fighter,Common,16210,0xb66208276563c538cdeb5cf37c815a14c915ac1f,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3f5f,70,2,Fighter,Common,16223,0x97e009cb2553b9d753ee9e08acff8f32903edd28,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3f6d,50,2,Assassin,Common,16237,0x832f7b8fa10ef43c5398e270476d469949aad377,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3f79,70,2,Siege,Common,16249,0x52cd47933c3428e5ae8f442a47f904c390942dce,84868.7
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3f7c,70,2,Spellcaster,Uncommon,16252,0xdf0460cbd0d1219785b07f1e19be8a07d7a0db8c,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3f7d,70,2,Spellcaster,Common,16253,0xdf0460cbd0d1219785b07f1e19be8a07d7a0db8c,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3f7e,50,2,Spellcaster,Common,16254,0xdf0460cbd0d1219785b07f1e19be8a07d7a0db8c,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3f82,50,2,Siege,Common,16258,0xf219904c26044db624b01ce7bee8bf98e64ec619,170000.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3f8c,40,2,Fighter,Common,16268,0xd4c5211966074126b8f932596a26a34e5ae31d45,70000.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3f8d,60,2,Ranged,Common,16269,0xd4c5211966074126b8f932596a26a34e5ae31d45,70000.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3f8e,60,2,Fighter,Common,16270,0xd4c5211966074126b8f932596a26a34e5ae31d45,70000.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3fbc,80,2,Spellcaster,Common,16316,0x79bc6c1d8fc64214107949f0e5a2b1b4ce690b60,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3fc1,80,2,Ranged,Uncommon,16321,0xf681efdcba35c69dc0fe56b7fdb56324f5abd385,4000.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3fc8,60,2,Siege,Common,16328,0x668e961736454a2444adb485340cb7f0844ddd3d,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3fcc,20,2,Siege,Uncommon,16332,0x747e83632fce402366eeb224d02a276ed2d0d47a,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3fd4,30,2,Spellcaster,Common,16340,0xe11d6fe5918820a53c7ab7c4c37183ab29a4b103,108000.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3fd8,10,2,Ranged,Uncommon,16344,0x8f8b4759dc93ca55bd6997df719f20f581f10f5c,110001.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3fde,60,2,Fighter,Common,16350,0xa4312263100b1bc63d0108171c2ffd7854ef7ad1,49999.99999999999
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x3,90,2,Fighter,Common,3,0x032f84aeff59ddebc55797f321624826d873bf65,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x4008,50,2,Siege,Common,16392,0xa4a4391e36ea795760c06d32e4cb0b1968c87f35,180451.06082753238
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x4009,90,2,Spellcaster,Common,16393,0xf6174f219d468b420af8787a979b7b81bc69d136,10000.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x400e,30,2,Assassin,Common,16398,0xebcea89d0e3beb500449f7216bb0f456d1fd93cb,22499.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x4015,30,2,Siege,Common,16405,0x8f8b4759dc93ca55bd6997df719f20f581f10f5c,110001.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x403e,80,2,Fighter,Common,16446,0xf6174f219d468b420af8787a979b7b81bc69d136,10000.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x406a,30,2,Ranged,Common,16490,0x1ccc5914dad16b432644f832890d8cc40df72a2d,1737.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x407e,70,2,Assassin,Common,16510,0x064e2e9c7df51861ac4492551baf1fd6e3286074,6616.912428306356
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x4089,60,2,Spellcaster,Common,16521,0x0b85a2746216ab3b664c70dfb9ba9127c2f0fee5,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x408d,30,2,Ranged,Common,16525,0x6c70e5fc4e4926cd836a6f8b0645aa1a077fa605,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x409b,60,2,Fighter,Uncommon,16539,0x734740c70db02f5710207f1d12df47c710665206,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x40ab,60,2,Ranged,Common,16555,0x30a39fcd4d538b3434ea0d2877292cc0f45a79cf,131000.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x40ae,40,2,Spellcaster,Uncommon,16558,0x8404efa98a4e129855c200fc4e90c257078d9ed3,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x40c2,40,2,Spellcaster,Common,16578,0xf681efdcba35c69dc0fe56b7fdb56324f5abd385,4000.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x40ce,20,2,Ranged,Common,16590,0x6fbfed625112b8587b3009453329f31250c80e63,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x40d9,80,2,Spellcaster,Common,16601,0xdbd296c51b1d32f5d8cc58cd6f8a5f70e6d92d33,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x40da,80,2,Spellcaster,Common,16602,0xdbd296c51b1d32f5d8cc58cd6f8a5f70e6d92d33,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x40df,50,2,Assassin,Uncommon,16607,0x227e1b983db675cbce4862848961e33cfe16a5d7,2.62
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x40f3,50,2,Ranged,Common,16627,0x5cd334c41cd8da95be22d44de617fed9ce12363a,172000.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x40f8,30,2,Assassin,Common,16632,0xf9c1989eb95dbc89489410cdf3941541937016ff,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x4109,30,2,Ranged,Common,16649,0x6c70e5fc4e4926cd836a6f8b0645aa1a077fa605,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x412b,50,2,Siege,Uncommon,16683,0xbd3bcf36e0df2f0bc502b7c57f1f34b3218cb78b,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x412e,30,2,Spellcaster,Common,16686,0x54372fd91473e0f6f8507a955cd45de9b9d740d5,2400.0
