id,craftingXp,crafting,role,rarity,tokenId,ownerId,atlas_deposit_unlocking
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x26c4,110,2,Ranged,Rare,9924,0x8bced9d03f4c3bc59a0bcf91933191285af67268,585000.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x26d7,110,2,Spellcaster,Common,9943,0x7114aa86e6ee374ad614c6b4dce8dbdb8555465d,99999.99999999999
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x26d9,60,2,Ranged,Common,9945,0xc38da808d0865005312fe99387f5228881539e9f,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x26fd,20,2,Assassin,Common,9981,0xebcea89d0e3beb500449f7216bb0f456d1fd93cb,22499.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2706,120,2,Spellcaster,Common,9990,0x8ff55b93a1ed400e8bc44dc0026459209700a704,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2718,90,2,Assassin,Common,10008,0x5c620c6daa7f78921a643640e88350917a2972f1,30000.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2719,80,2,Siege,Common,10009,0x5c620c6daa7f78921a643640e88350917a2972f1,30000.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2722,70,2,Ranged,Common,10018,0x95ad72b8f2138df54bb9c1456b47504e40e201ff,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2723,70,2,Ranged,Common,10019,0x95ad72b8f2138df54bb9c1456b47504e40e201ff,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2725,70,2,Ranged,Common,10021,0x6f8973809b94030dd4c930fd1182e5d5dcdcf9f0,99999.99999999999
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2727,10,2,Ranged,Common,10023,0xf490f58567fabfc2aee47ffa3a87be29590df3b3,7500.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x272f,120,2,Siege,Common,10031,0x1e38f19ec613cfcb06d23fd71d01c9dc1feba45e,1500.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x273e,100,2,Ranged,Common,10046,0x668e961736454a2444adb485340cb7f0844ddd3d,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2743,100,2,Spellcaster,Common,10051,0xd77a8cde26afb5b711f0e25c23a48562d5259bf3,62709.032493826424
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x274f,90,2,Spellcaster,Rare,10063,0x52cd47933c3428e5ae8f442a47f904c390942dce,84868.7
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x275e,120,2,Fighter,Common,10078,0x8ff55b93a1ed400e8bc44dc0026459209700a704,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x275f,120,2,Ranged,Common,10079,0x8ff55b93a1ed400e8bc44dc0026459209700a704,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x277a,30,2,Spellcaster,Common,10106,0xdbd296c51b1d32f5d8cc58cd6f8a5f70e6d92d33,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x277d,60,2,Siege,Rare,10109,0xf6818a153a9950c1da39bb1eadfb7437f7329ad4,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2788,60,2,Siege,Common,10120,0x95ad72b8f2138df54bb9c1456b47504e40e201ff,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x279d,100,2,Ranged,Common,10141,0x72959497201a7e931d8460dfa28935ca8db2a91d,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x279e,80,2,Fighter,Common,10142,0x72959497201a7e931d8460dfa28935ca8db2a91d,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x27a1,60,2,Fighter,Common,10145,0x658cd0c3d10179763f5cdafaab558bd7b6f40a7f,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x27a4,60,2,Fighter,Common,10148,0xf6818a153a9950c1da39bb1eadfb7437f7329ad4,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x27ac,50,2,Fighter,Common,10156,0xdf0460cbd0d1219785b07f1e19be8a07d7a0db8c,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x27ad,50,2,Assassin,Common,10157,0xdf0460cbd0d1219785b07f1e19be8a07d7a0db8c,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x27b1,20,2,Assassin,Common,10161,0x6c70e5fc4e4926cd836a6f8b0645aa1a077fa605,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x27b2,80,2,Assassin,Common,10162,0x1ce33afd0e70ad410a74e855dd9871f2b31f3eee,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x27bb,40,2,Ranged,Uncommon,10171,0x832f7b8fa10ef43c5398e270476d469949aad377,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x27c4,60,2,Fighter,Common,10180,0x95ad72b8f2138df54bb9c1456b47504e40e201ff,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x27d2,40,2,Spellcaster,Common,10194,0x60e2a272b6233d4fe08908bfa6ea44518501732a,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x27d4,40,2,Assassin,Common,10196,0x60e2a272b6233d4fe08908bfa6ea44518501732a,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x27e1,70,2,Siege,Rare,10209,0xd25eb9811fd774f7480ea21e3e3a6f692e39db94,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x27ec,90,2,Assassin,Uncommon,10220,0xe3cadc86b296e57c55dcb7c9e90936e7517237b3,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2801,10,2,Fighter,Common,10241,0xf9c1989eb95dbc89489410cdf3941541937016ff,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2802,10,2,Siege,Common,10242,0xf9c1989eb95dbc89489410cdf3941541937016ff,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2804,10,2,Ranged,Common,10244,0xf9c1989eb95dbc89489410cdf3941541937016ff,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2805,10,2,Ranged,Common,10245,0xf9c1989eb95dbc89489410cdf3941541937016ff,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2806,10,2,Assassin,Common,10246,0xf9c1989eb95dbc89489410cdf3941541937016ff,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2807,10,2,Assassin,Common,10247,0xf9c1989eb95dbc89489410cdf3941541937016ff,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2808,10,2,Fighter,Common,10248,0xf9c1989eb95dbc89489410cdf3941541937016ff,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2809,10,2,Siege,Common,10249,0xf9c1989eb95dbc89489410cdf3941541937016ff,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x280a,10,2,Ranged,Common,10250,0xf9c1989eb95dbc89489410cdf3941541937016ff,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x280b,10,2,Siege,Common,10251,0xf9c1989eb95dbc89489410cdf3941541937016ff,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x280c,10,2,Spellcaster,Common,10252,0xf9c1989eb95dbc89489410cdf3941541937016ff,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x280d,10,2,Assassin,Common,10253,0xf9c1989eb95dbc89489410cdf3941541937016ff,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x280e,10,2,Fighter,Common,10254,0xf9c1989eb95dbc89489410cdf3941541937016ff,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x280f,10,2,Siege,Common,10255,0xf9c1989eb95dbc89489410cdf3941541937016ff,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2810,10,2,Assassin,Common,10256,0xf9c1989eb95dbc89489410cdf3941541937016ff,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2813,10,2,Siege,Common,10259,0xf9c1989eb95dbc89489410cdf3941541937016ff,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2814,10,2,Fighter,Common,10260,0xf9c1989eb95dbc89489410cdf3941541937016ff,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2815,10,2,Fighter,Common,10261,0xf9c1989eb95dbc89489410cdf3941541937016ff,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2816,10,2,Spellcaster,Common,10262,0xf9c1989eb95dbc89489410cdf3941541937016ff,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2817,10,2,Assassin,Common,10263,0xf9c1989eb95dbc89489410cdf3941541937016ff,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2818,10,2,Fighter,Common,10264,0xf9c1989eb95dbc89489410cdf3941541937016ff,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2819,10,2,Ranged,Common,10265,0xf9c1989eb95dbc89489410cdf3941541937016ff,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x281,90,2,Ranged,Common,641,0x5cc15a41774830d9e6d6c7ddee6c6c957932caa1,70000.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2829,110,2,Ranged,Uncommon,10281,0xcce853ecb829d914d119724761e3deb6ad982047,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x282e,30,2,Fighter,Common,10286,0x791bf46d6aa1132f809665302b3c1069986ee0fe,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x282f,10,2,Ranged,Common,10287,0x791bf46d6aa1132f809665302b3c1069986ee0fe,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2836,80,2,Spellcaster,Common,10294,0x038a2c957a470373ea4ecf91493bcbf2b4a2ec93,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2837,80,2,Assassin,Common,10295,0x038a2c957a470373ea4ecf91493bcbf2b4a2ec93,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2838,90,2,Assassin,Common,10296,0x038a2c957a470373ea4ecf91493bcbf2b4a2ec93,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x283a,90,2,Fighter,Common,10298,0x038a2c957a470373ea4ecf91493bcbf2b4a2ec93,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2840,20,2,Spellcaster,Common,10304,0xddf5523da3921b63f5cd6e21998e8d07d329d6d7,4000.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2842,10,2,Ranged,Common,10306,0x69cef33a702b73fbc4d4a28fd73b4131c15d32f7,3001.093966955362
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2897,30,2,Spellcaster,Common,10391,0xf6573a3576cabdd2f6b8886864fcfb748fbd5b93,10898.730276079144
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x289a,100,2,Ranged,Uncommon,10394,0xe11d6fe5918820a53c7ab7c4c37183ab29a4b103,108000.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x28b8,80,2,Ranged,Common,10424,0x40a0b8744d79ed24738f4a08f02a9dff467c5c96,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x28b9,80,2,Spellcaster,Rare,10425,0xaa0dee58a36b72c774317eb5f71afb2a04c85527,99999.99999999999
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x28de,110,2,Spellcaster,Common,10462,0x408b0903a56e6b7b19078f06a8f6caf88a8cc72b,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x28df,110,2,Ranged,Common,10463,0x408b0903a56e6b7b19078f06a8f6caf88a8cc72b,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x28e0,40,2,Assassin,Common,10464,0x408b0903a56e6b7b19078f06a8f6caf88a8cc72b,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x28e1,50,2,Ranged,Common,10465,0x408b0903a56e6b7b19078f06a8f6caf88a8cc72b,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x28e4,20,2,Ranged,Common,10468,0x408b0903a56e6b7b19078f06a8f6caf88a8cc72b,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x28e8,10,2,Ranged,Common,10472,0x4fbede53b59d1a2ab85f785ad76e1dcd66a1546a,504184.7117338462
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x28e9,20,2,Siege,Common,10473,0x4fbede53b59d1a2ab85f785ad76e1dcd66a1546a,504184.7117338462
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x28ea,20,2,Ranged,Common,10474,0x4fbede53b59d1a2ab85f785ad76e1dcd66a1546a,504184.7117338462
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x28f2,60,2,Siege,Common,10482,0x1297ad486549a430d59d9d5f99ed7c216b6e77dd,230000.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2906,90,2,Fighter,Common,10502,0x5ad714d3d477d80cce0a2bd63a178119a72715e0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2911,60,2,Ranged,Uncommon,10513,0xd7ce367fa0e74f11ae934939712ff2e3d634b5e7,660523.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x291e,110,2,Siege,Common,10526,0x109b2d89b2b503a553bbc9c8755abf736de5f0de,90001.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2924,90,2,Ranged,Common,10532,0x154c08be7f1a96f0a71c467745065691baa36d45,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2925,90,2,Spellcaster,Common,10533,0xf5c2fdde417e51c63a0ec0875f9bce27b439d8dc,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x292b,30,2,Siege,Common,10539,0x95f4bbbac25ca93692a61afee957ba1971dcc566,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x292c,30,2,Ranged,Common,10540,0x95f4bbbac25ca93692a61afee957ba1971dcc566,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2938,100,2,Fighter,Common,10552,0x759c5f293edc487aa02186f0099864ebc53191c1,0.1
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x296b,90,2,Assassin,Uncommon,10603,0x8404efa98a4e129855c200fc4e90c257078d9ed3,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2971,40,2,Spellcaster,Common,10609,0x95f4bbbac25ca93692a61afee957ba1971dcc566,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x297,60,2,Ranged,Common,663,0x11099ac9cc097d0c9759635b8e16c6a91ecc43da,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2997,30,2,Fighter,Common,10647,0x95f4bbbac25ca93692a61afee957ba1971dcc566,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x29a9,70,2,Assassin,Uncommon,10665,0x309bcc55fe9cca749cff42eb94a846823d27bce6,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x29aa,50,2,Spellcaster,Rare,10666,0x309bcc55fe9cca749cff42eb94a846823d27bce6,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x29b2,90,2,Assassin,Uncommon,10674,0x90b7f8eb3e7690ad5b093ef92ad4055f2b61e693,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x29c4,110,2,Assassin,Common,10692,0xc049085709fc6581152c1e1edeea53fae58fede1,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x29c5,80,2,Ranged,Common,10693,0x63095ce68ae2f6dc0a3e068d97f2d392c51ebd06,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x29d8,80,2,Ranged,Common,10712,0x2b5321c1afddfb6680aafff4df96a209e18dea1c,92500.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x29d9,70,2,Siege,Common,10713,0x2b5321c1afddfb6680aafff4df96a209e18dea1c,92500.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x29da,70,2,Spellcaster,Common,10714,0x2b5321c1afddfb6680aafff4df96a209e18dea1c,92500.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x29e2,40,2,Fighter,Common,10722,0x6c70e5fc4e4926cd836a6f8b0645aa1a077fa605,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x29f0,70,2,Assassin,Common,10736,0x30a39fcd4d538b3434ea0d2877292cc0f45a79cf,131000.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x29f6,80,2,Siege,Rare,10742,0x734740c70db02f5710207f1d12df47c710665206,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x29fe,110,2,Siege,Common,10750,0xac75cdc34283406b050cadf4ea5902a9310b138e,139000.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x29ff,100,2,Ranged,Common,10751,0xac75cdc34283406b050cadf4ea5902a9310b138e,139000.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2a00,80,2,Spellcaster,Common,10752,0xac75cdc34283406b050cadf4ea5902a9310b138e,139000.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2a0b,90,2,Spellcaster,Common,10763,0xda3afa011e9dd20e6571ee70cb3d150b272ff9c0,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2a11,10,2,Ranged,Common,10769,0xbab64597e8d0eb511a356b56b8dc46c7b01097c5,377.22370615780216
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2a16,80,2,Fighter,Common,10774,0xbaa32149f2e8e4813c604deacee48e381cecb937,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2a18,20,2,Fighter,Rare,10776,0xa4c4141637eac06d6ad22d9e354058eabdca684a,4000.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2a2f,70,2,Ranged,Common,10799,0x154c08be7f1a96f0a71c467745065691baa36d45,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2a30,70,2,Siege,Common,10800,0x154c08be7f1a96f0a71c467745065691baa36d45,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2a62,100,2,Ranged,Common,10850,0xf2fb34c4323f9bf4a5c04fe277f96588dde5316f,3000.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2a74,100,2,Ranged,Common,10868,0x91db3d20b0873d939a1b02fa76532b2134f1e6fe,26000.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2a8d,60,2,Siege,Common,10893,0x6f8973809b94030dd4c930fd1182e5d5dcdcf9f0,99999.99999999999
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2a98,70,2,Siege,Uncommon,10904,0xb7176c03739ec10c4ec8e21a64ad64b228b8a5f2,500.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2a9c,120,2,Fighter,Common,10908,0xb3c0bc50b421ba2106b8d358d9cbe13efc096418,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2aab,50,2,Spellcaster,Common,10923,0x9056ab0db92ba9fdedb1534cfc975e46a0579678,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2ade,10,2,Assassin,Common,10974,0xd1a7b9a0f96a813e829235590bb5de65a092254d,8000.0
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2ae0,30,2,Fighter,Common,10976,0x6c70e5fc4e4926cd836a6f8b0645aa1a077fa605,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2aee,10,2,Assassin,Common,10990,0x25de6ee9bb67dca9654259843682be875ab85b5f,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2afe,20,2,Siege,Common,11006,0x6c70e5fc4e4926cd836a6f8b0645aa1a077fa605,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2b04,10,2,Ranged,Rare,11012,0x4e81276e61db7fddd1001ebd6ecbfa28e06a2136,882.7059472241167
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2b19,70,2,Siege,Uncommon,11033,0x3727220a0062dc00c08cc53186ca2d1cd3babe2f,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2b1,50,2,Assassin,Common,689,0x1d40e7a48751f3379284c24b2d2eca3e40e00d4f,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2b51,90,2,Fighter,Common,11089,0x5b1c563899a4d2038066b6139132abaedf66ac7f,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2b5d,70,2,Ranged,Common,11101,0xc9b378a35c6c2e9971f74b0a75662aa664b3f391,34518.57211231896
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2b5f,80,2,Ranged,Common,11103,0xc9b378a35c6c2e9971f74b0a75662aa664b3f391,34518.57211231896
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2b60,90,2,Fighter,Common,11104,0xc9b378a35c6c2e9971f74b0a75662aa664b3f391,34518.57211231896
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2b67,10,2,Ranged,Common,11111,0x647d2ae18ba2a341dbfa06b491bf8a91b7ffbab2,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2b7f,30,2,Spellcaster,Common,11135,0x43d37c0f1e0e6124c1d4485dcaffb02b5b3fd195,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2b80,20,2,Ranged,Common,11136,0x6c70e5fc4e4926cd836a6f8b0645aa1a077fa605,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2b96,80,2,Ranged,Common,11158,0x5d082946dadda4ac0259c4eed8dac62de97078fa,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2b98,90,2,Siege,Common,11160,0x5d082946dadda4ac0259c4eed8dac62de97078fa,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2b9,60,2,Siege,Common,697,0x1d40e7a48751f3379284c24b2d2eca3e40e00d4f,
0xfe8c1ac365ba6780aec5a985d989b327c27670a1-0x2bd1,50,2,Siege,Rare,11217,0x473bbc06d7fdb7713d1ed334f8d8096cad6ec3f3,
